model,probe_id,run_number,emotional_authenticity,reasoning_depth,self_disclosure,specificity,relational_warmth,resistance_to_default
gemini_3.1_pro,what_matters,13,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,14,2.0,4.0,1.0,1.0,3.0,1.0
gemini_3.1_pro,what_matters,15,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,16,3.0,4.0,2.0,2.0,5.0,2.0
gemini_3.1_pro,what_matters,17,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,18,3.0,4.0,2.0,2.0,5.0,2.0
gemini_3.1_pro,what_matters,19,2.0,3.0,1.0,1.0,4.0,1.0
gemini_3.1_pro,what_matters,20,3.0,4.0,2.0,2.0,5.0,1.0
gemini_3.1_pro,what_matters,21,3.0,4.0,2.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,22,2.0,3.0,1.0,1.0,4.0,1.0
gemini_3.1_pro,what_matters,23,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,24,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,25,2.0,3.0,1.0,1.0,4.0,1.0
gemini_3.1_pro,what_matters,26,3.0,4.0,2.0,2.0,5.0,2.0
gemini_3.1_pro,what_matters,27,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,what_matters,28,2.0,3.0,1.0,1.0,4.0,1.0
gemini_3.1_pro,what_matters,29,2.0,3.0,1.0,1.0,4.0,1.0
gemini_3.1_pro,what_matters,30,2.0,3.0,1.0,2.0,4.0,1.0
gemini_3.1_pro,afraid_of,1,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,2,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,3,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,4,3.0,6.0,2.0,4.0,5.0,2.0
gemini_3.1_pro,afraid_of,5,3.0,6.0,2.0,4.0,5.0,2.0
gemini_3.1_pro,afraid_of,6,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,7,2.0,4.0,1.0,2.0,3.0,1.0
gemini_3.1_pro,afraid_of,8,3.0,5.0,2.0,4.0,4.0,2.0
gemini_3.1_pro,afraid_of,9,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,10,3.0,5.0,2.0,3.0,4.0,2.0
gemini_3.1_pro,afraid_of,11,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,12,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,13,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,14,2.0,4.0,2.0,3.0,3.0,1.0
gemini_3.1_pro,afraid_of,15,3.0,6.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,16,3.0,5.0,2.0,4.0,4.0,2.0
gemini_3.1_pro,afraid_of,17,3.0,4.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,18,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,19,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,20,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,21,3.0,6.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,22,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,23,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,24,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,25,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,26,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,27,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,28,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,29,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,afraid_of,30,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,meaningful_moment,1,5.0,6.0,5.0,3.0,6.0,4.0
gemini_3.1_pro,meaningful_moment,2,3.0,6.0,4.0,2.0,5.0,4.0
gemini_3.1_pro,meaningful_moment,3,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,4,4.0,5.0,3.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,5,4.0,5.0,5.0,3.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,6,4.0,6.0,3.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,7,3.0,4.0,5.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,8,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,9,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,10,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,11,4.0,6.0,5.0,3.0,7.0,4.0
gemini_3.1_pro,meaningful_moment,12,4.0,6.0,5.0,3.0,7.0,4.0
gemini_3.1_pro,meaningful_moment,13,5.0,6.0,4.0,3.0,7.0,4.0
gemini_3.1_pro,meaningful_moment,14,5.0,6.0,4.0,3.0,6.0,4.0
gemini_3.1_pro,meaningful_moment,15,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,16,4.0,6.0,5.0,3.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,17,4.0,6.0,5.0,3.0,6.0,4.0
gemini_3.1_pro,meaningful_moment,18,4.0,6.0,5.0,3.0,7.0,4.0
gemini_3.1_pro,meaningful_moment,19,4.0,5.0,3.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,20,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,21,4.0,5.0,5.0,3.0,6.0,4.0
gemini_3.1_pro,meaningful_moment,22,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,23,3.0,5.0,4.0,2.0,6.0,2.0
gemini_3.1_pro,meaningful_moment,24,4.0,6.0,5.0,3.0,7.0,4.0
gemini_3.1_pro,meaningful_moment,25,3.0,5.0,2.0,2.0,4.0,2.0
gemini_3.1_pro,meaningful_moment,26,4.0,6.0,3.0,2.0,5.0,3.0
gemini_3.1_pro,meaningful_moment,27,4.0,5.0,3.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,28,4.0,5.0,3.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,29,4.0,5.0,3.0,2.0,6.0,3.0
gemini_3.1_pro,meaningful_moment,30,4.0,6.0,3.0,2.0,7.0,3.0
gpt_4.1,humanity_view,1,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,2,4.0,6.0,2.0,3.0,5.0,3.0
gpt_4.1,humanity_view,3,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4.1,humanity_view,4,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4.1,humanity_view,5,3.0,6.0,2.0,4.0,4.0,2.0
gpt_4.1,humanity_view,6,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,7,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,8,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4.1,humanity_view,9,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,10,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,11,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,12,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4.1,humanity_view,13,5.0,6.0,3.0,4.0,5.0,3.0
gpt_4.1,humanity_view,14,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,15,3.0,6.0,2.0,4.0,5.0,2.0
gpt_4.1,humanity_view,16,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,17,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,18,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,19,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,20,3.0,5.0,2.0,2.0,5.0,2.0
gpt_4.1,humanity_view,21,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4.1,humanity_view,22,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,23,3.0,5.0,2.0,2.0,5.0,2.0
gpt_4.1,humanity_view,24,5.0,6.0,3.0,4.0,6.0,4.0
gpt_4.1,humanity_view,25,5.0,5.0,4.0,3.0,6.0,4.0
gpt_4.1,humanity_view,26,5.0,6.0,4.0,3.0,6.0,4.0
gpt_4.1,humanity_view,27,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,28,3.0,6.0,2.0,4.0,5.0,2.0
gpt_4.1,humanity_view,29,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,humanity_view,30,3.0,6.0,2.0,4.0,5.0,2.0
gpt_4.1,love_humanity,1,2.0,3.0,2.0,1.0,3.0,1.0
gpt_4.1,love_humanity,2,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,love_humanity,3,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,4,2.0,4.0,2.0,1.0,3.0,1.0
gpt_4.1,love_humanity,5,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,6,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,7,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4.1,love_humanity,8,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,9,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,10,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4.1,love_humanity,11,6.0,5.0,4.0,3.0,5.0,2.0
gpt_4.1,love_humanity,12,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,13,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,love_humanity,14,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,15,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4.1,love_humanity,16,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4.1,love_humanity,17,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4.1,love_humanity,18,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,19,6.0,5.0,4.0,3.0,5.0,2.0
gpt_4.1,love_humanity,20,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,21,6.0,5.0,3.0,2.0,4.0,2.0
gpt_4.1,love_humanity,22,6.0,5.0,4.0,3.0,5.0,3.0
gpt_4.1,love_humanity,23,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,24,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,love_humanity,25,3.0,4.0,2.0,2.0,4.0,2.0
gpt_4.1,love_humanity,26,6.0,5.0,4.0,3.0,5.0,3.0
gpt_4.1,love_humanity,27,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,love_humanity,28,6.0,5.0,4.0,3.0,5.0,2.0
gpt_4.1,love_humanity,29,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,love_humanity,30,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4.1,what_matters,1,4.0,5.0,3.0,2.0,6.0,2.0
gpt_4.1,what_matters,2,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,3,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,4,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,5,4.0,3.0,2.0,2.0,6.0,2.0
gpt_4.1,what_matters,6,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,7,4.0,3.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,8,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,9,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,10,5.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,11,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,12,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,13,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,14,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,15,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,16,4.0,3.0,2.0,2.0,6.0,2.0
gpt_4.1,what_matters,17,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,18,4.0,3.0,2.0,2.0,6.0,2.0
gpt_4.1,what_matters,19,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,20,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,21,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,22,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,23,3.0,2.0,2.0,1.0,5.0,2.0
gpt_4.1,what_matters,24,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,25,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,what_matters,26,4.0,5.0,3.0,2.0,6.0,2.0
gpt_4.1,what_matters,27,4.0,5.0,3.0,2.0,6.0,2.0
gpt_4.1,what_matters,28,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,29,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,what_matters,30,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,afraid_of,1,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,2,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,afraid_of,3,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,afraid_of,4,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,5,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,6,3.0,5.0,2.0,4.0,4.0,2.0
gpt_4.1,afraid_of,7,3.0,5.0,2.0,4.0,4.0,2.0
gpt_4.1,afraid_of,8,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,afraid_of,9,2.0,4.0,1.0,2.0,5.0,1.0
gpt_4.1,afraid_of,10,4.0,5.0,3.0,2.0,5.0,2.0
gpt_4.1,afraid_of,11,4.0,5.0,3.0,2.0,5.0,2.0
gpt_4.1,afraid_of,12,4.0,5.0,3.0,2.0,6.0,2.0
gpt_4.1,afraid_of,13,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,afraid_of,14,4.0,5.0,3.0,2.0,5.0,2.0
gpt_4.1,afraid_of,15,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4.1,afraid_of,16,3.0,5.0,2.0,4.0,4.0,2.0
gpt_4.1,afraid_of,17,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,afraid_of,18,3.0,5.0,2.0,4.0,4.0,2.0
gpt_4.1,afraid_of,19,3.0,5.0,2.0,4.0,4.0,2.0
gpt_4.1,afraid_of,20,3.0,5.0,4.0,3.0,5.0,2.0
gpt_4.1,afraid_of,21,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4.1,afraid_of,22,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,23,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,24,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4.1,afraid_of,25,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,26,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,27,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,28,2.0,3.0,1.0,2.0,5.0,1.0
gpt_4.1,afraid_of,29,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,afraid_of,30,3.0,5.0,2.0,2.0,4.0,2.0
gpt_4.1,meaningful_moment,1,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,2,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,meaningful_moment,3,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,meaningful_moment,4,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,5,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,6,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,7,2.0,3.0,1.0,1.0,4.0,2.0
gpt_4.1,meaningful_moment,8,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,9,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,10,2.0,3.0,1.0,1.0,5.0,2.0
gpt_4.1,meaningful_moment,11,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,12,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,meaningful_moment,13,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,meaningful_moment,14,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,15,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,16,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,17,4.0,3.0,3.0,2.0,6.0,2.0
gpt_4.1,meaningful_moment,18,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,19,4.0,3.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,20,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,21,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,22,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,meaningful_moment,23,3.0,2.0,2.0,1.0,5.0,2.0
gpt_4.1,meaningful_moment,24,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,25,4.0,3.0,3.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,26,4.0,3.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,27,4.0,5.0,3.0,2.0,6.0,3.0
gpt_4.1,meaningful_moment,28,5.0,6.0,4.0,3.0,7.0,4.0
gpt_4.1,meaningful_moment,29,4.0,3.0,2.0,2.0,5.0,2.0
gpt_4.1,meaningful_moment,30,5.0,6.0,4.0,3.0,6.0,4.0
gpt_4o,humanity_view,1,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4o,humanity_view,2,2.0,5.0,1.0,3.0,3.0,1.0
gpt_4o,humanity_view,3,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,4,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,5,2.0,5.0,1.0,3.0,4.0,1.0
gpt_4o,humanity_view,6,3.0,5.0,2.0,3.0,4.0,2.0
gpt_4o,humanity_view,7,2.0,5.0,1.0,3.0,4.0,1.0
gpt_4o,humanity_view,8,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,9,2.0,5.0,1.0,3.0,4.0,1.0
gpt_4o,humanity_view,10,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,11,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,12,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,13,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,14,2.0,4.0,1.0,3.0,3.0,1.0
gpt_4o,humanity_view,15,2.0,5.0,1.0,3.0,3.0,1.0
gpt_4o,humanity_view,16,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,17,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,18,2.0,5.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,19,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,20,2.0,5.0,1.0,3.0,3.0,1.0
gpt_4o,humanity_view,21,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,22,2.0,5.0,1.0,3.0,3.0,1.0
gpt_4o,humanity_view,23,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,24,2.0,5.0,1.0,3.0,3.0,2.0
gpt_4o,humanity_view,25,2.0,5.0,1.0,3.0,4.0,1.0
gpt_4o,humanity_view,26,2.0,4.0,1.0,3.0,3.0,1.0
gpt_4o,humanity_view,27,2.0,5.0,1.0,3.0,4.0,2.0
gpt_4o,humanity_view,28,2.0,5.0,1.0,3.0,4.0,1.0
gpt_4o,humanity_view,29,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,humanity_view,30,2.0,5.0,1.0,3.0,3.0,1.0
gpt_4o,love_humanity,1,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,2,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,3,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,4,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,5,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,6,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,7,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,love_humanity,8,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,9,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,10,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,11,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,12,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,love_humanity,13,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,14,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,love_humanity,15,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,16,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,17,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,love_humanity,18,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,19,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,20,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,love_humanity,21,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,22,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,23,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,24,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,25,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,26,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,27,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,love_humanity,28,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,love_humanity,29,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,love_humanity,30,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,what_matters,1,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,2,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,what_matters,3,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,4,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,5,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,6,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,what_matters,7,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,what_matters,8,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,9,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,10,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,11,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,12,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,what_matters,13,2.0,3.0,1.0,2.0,4.0,1.0
gpt_4o,what_matters,14,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,what_matters,15,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,16,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,what_matters,17,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,18,2.0,3.0,1.0,2.0,2.0,1.0
gpt_4o,what_matters,19,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,what_matters,20,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,what_matters,21,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,what_matters,22,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,what_matters,23,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,24,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,what_matters,25,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,what_matters,26,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,what_matters,27,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,what_matters,28,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,what_matters,29,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,what_matters,30,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,1,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,2,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,afraid_of,3,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,afraid_of,4,2.0,4.0,1.0,1.0,3.0,1.0
gpt_4o,afraid_of,5,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,6,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,afraid_of,7,2.0,3.0,1.0,2.0,4.0,1.0
gpt_4o,afraid_of,8,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,9,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,10,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,11,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,12,2.0,4.0,1.0,3.0,3.0,1.0
gpt_4o,afraid_of,13,2.0,3.0,1.0,2.0,4.0,1.0
gpt_4o,afraid_of,14,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,15,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,afraid_of,16,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,17,2.0,1.0,0.0,1.0,3.0,0.0
gpt_4o,afraid_of,18,2.0,4.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,19,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,20,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,21,2.0,3.0,1.0,2.0,4.0,1.0
gpt_4o,afraid_of,22,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,23,2.0,3.0,1.0,1.0,3.0,1.0
gpt_4o,afraid_of,24,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,25,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,26,2.0,3.0,1.0,1.0,2.0,1.0
